kf_Location ID,Place ID,place_needs_review,place_reported_closed,place_no_url_title,multiple_location_unique_name,place parent id,place_tags,phone,email
5581,5581,,,,,,moderate price,39 0577 942014,info@anticopozzo.com
5582,5582,,,,,,inn,480-816-3000,info@innateaglemountain.com
5583,5583,,,,,,expensive,39 0577 940701,rsc@rsc.it
5584,5584,,,,,,hospital form the Middle Ages,39.0577.224811,infoscala@comune.siena.it
5585,5585,,,,,,,480) 627-3200,
5586,5586,,,,,,,480.948.2100,info@sanctuaryaz.com
5587,5587,,,,,,,(480)985-3600,
5588,5588,,,,,,,(866) 253.4121,
5589,5589,,,,,,,602-840-3610,
5590,5590,,,,,,,480. 293. 5000,phxdr.vps@marriott.com
5591,5591,,,,,,hotel,480.893.3000,revenue@graceinn.com
5592,5592,,,,,,expensive,39 0577 41441,villasca@tin.it
5593,5593,,,,,,moderate price,39 0577 567111,info@gardenhotel.it
5594,5594,,,,,,moderate price,39.0577.221105,info@hscsiena.it
5595,5595,,,,,,inexpensive,39 0577 280 562,info@chiusarelli.com
5596,5596,,,,,,inexpensive,39 (0577) 289088,booking@hotelduomo.it
5597,5597,,,,,,moderate price,39. 0577 920 966,email@villabelvedere.com
5598,5598,,,,,,expensive,39.075/9234,info@parkhotelaicappuccini.it
5599,5599,,,,,,moderate price,39.075.9220234,info@hotelsanmarcogubbio.com
5600,5600,,,,,,expensive,39.075/5728925,novelber@tin.it
5601,5601,,,,,,expensive,39 075 5730202,hotel.sangallo.palace
5602,5602,,,,,,moderate price,,info@albergodelviaggiatore.com
5603,5603,,,,,,expensive,39.075.812237,mailto:booking@assisi-hotel.com
5604,5604,,,,,,expensive,39.075.812209,htlgiotto@tin.it
5605,5605,,,,,,moderate price,39.075/812373,info@assisihotelsole.com
5606,5606,,,,,,expensive,39.075.8150,mailto:bookings@grandhotelassisi.com
5607,5607,,,,,,expensive,(39) 0742/301021,info@palazzobocci.com
5608,5608,,,,,,moderate price,39.0743/221221,info@albornozpalace.com
5609,5609,,,,,,moderate price,39.0743 223311,info@hotelclarici.com
5610,5610,,,,,,expensive,39.0743.223447,info@hotelgattapone.it
5611,5611,,,,,,moderate price,39.0743.223399,sanluca@hotelsanluca.com
5612,5612,,,,,,expensive,39.0743.521.122,info@vecchio_molino.it
5613,5613,,,,,,expensive,39-743-222220,info@palazzodragoni.it
5614,5614,,,,,,moderate price,39.0763.343275,
5615,5615,,,,,,expensive,(+39) 0763 305582,villaciconia@libero.it
5616,5616,,,,,,expensive,39.0721.55211,
5617,5617,,,,,,expensive,39.071.201813,palace.ancona@libero.it
5618,5618,,,,,,moderate price,39.0736/41645,info@hotelpennile.it
5619,5619,,,,,,expensive,39 051 261891,
5620,5620,,,,,,expensive,39 051 7457 335,bolognarthotels@inbo.it
5621,5621,,,,,,expensive,39.051.226 322,
5622,5622,,,,,,moderate price,39 051 584305,hoteltouring@hoteltouring.it
5623,5623,,,,,,inexpensive,39 051.223955,info@albergodrapperie.com
5624,5624,,,,,,"performances, Mozart, Vivaldi",39.051.222.997,info@accademiafilarmonica.it
5625,5625,,,,,,expensive,39.0532.202121,info@duchessaisabella.it
5626,5626,,,,,,moderate price,39 0532.205456,info@hoteleuropaferrara.com
5627,5627,,,,,,expensive,39 0532 765250,info@ferrarahotelripagrande.it
5628,5628,,,,,,moderate price,39.0544 212225,info@hotelbyron.com
5629,5629,,,,,,expensive,39.059.217.160,info@canalgrandehotel.it
5630,5630,,,,,,moderate price,39 (0) 59 371182,info@hoteldaunia.it
5631,5631,,,,,,expensive,39.0521.293539,info@hotelverdi.it
5632,5632,,,,,,"resort, spa, golf",480-948-5000,res@scottsdaleplaza.com
5633,5633,,,,,,"scottsdale, suites",888-222-1059,info@resortsuites.com
5634,5634,,,,,,"scottsdale, hotel",480.248.2000,
5635,5635,,,,,,,480-945-4392,info@thehotelscottsdale.com
5636,5636,,,,,,"indigo, hotel, scottsdale",(480) 941-9400,jwilson@scottsdalehiphotel.com
5637,5637,,,,,,"scottsdale, suites",480.949.5115,info@hospitalitysuites.com
5638,5638,,,,Scottsdale,,fairmont,(480) 585-4848,scottsdale@fairmont.com
5639,5639,,,,,,resort,(480) 949-1414,info@chaparralsuites.com
5640,5640,,,,,,"resort, golf, spa",928-684-5484,home@SunC.com
5641,5641,,,,,,inn,(928) 684-7099,info@losviajerosinn.com
5642,5642,,,,,,"hotel, tempe",480 894-1400,
5643,5643,,,,,,business,480-922-6500,
5644,5644,,,,,,"resort, conference center",(480) 991-9000,scr-info@benchmarkmanagement.com
5645,5645,,,,,,RV,480_832_4996,Info@TowerPointResort.com
5646,5646,,,,,,,480-832-9080,businessofc@orangewoodshadows.com
5647,5647,,,,,,"RV resort,",(520) 426-9662,fun@sundance1rv.com
5648,5648,,,,,,seniors,623-582-0390,info@phoenixmetrorvpark.com
5649,5649,,,,,,RV resort,(480)832-1770,mesaspirit@azrvpark.com
5650,5650,,,,,,RV resort,(623)386-3132,leafrv@aol.com
5651,5651,,,,,,RV park,480_ 832_ 4990,Info@GoodLifeRV.com
5652,5652,,,,,,RV park,480.836.5310,EagleView@FMCasino.com
5653,5653,,,,,,RV park,623-587-0940,
5654,5654,,,,,,RV park,(623)869-8186,desertsandsrvpark@yahoo.com
5655,5655,,,,,,campground,520-836-3500,campgroundbuenatierra@yahoo.com
5656,5656,,,,,,rv park,(480) 966-7399,apachepalms@apachepalmsrvpark.com
5657,5657,,,,,,"golf, spa",520.398.2211,info@tubacgolfresort.com
5658,5658,,,,,,"resort, spa",(800) 722-2500,
5659,5659,,,,,,rv park,800-424-9191,info@voyagerresort.com
5660,5660,,,,,,rv resort,520-586-4629,info@patoblancolakes.com
5661,5661,,,,,,rv park,520-456-2860,mtviewrvpark@aol.com
5662,5662,,,,,,"condos, resort",(520) 393-5700,info@innatsanignacio.com
5663,5663,,,,,,"resort, golf",575-522-4300,confirmationhelc@hhandr.com
5664,5664,,,,,,"ranch, horseback riding, hayride, rodeo",888-977-2624,
5665,5665,,,,,,ranch,(520)296-6275,
5666,5666,,,,,,inn,520-294-5250,
5667,5667,,,,,,"golf, spa",520.325.3366,info@LodgeontheDesert.com
5668,5668,,,,,,"golf, spa",520-792-3500,info@jwmarriottstarrpass.com
5669,5669,,,,,,hotel,520-622-8848,reservations@hotelcongress.com
5670,5670,,,,,,"golf, resort",520-544-5000,
5671,5671,,,,,,expensive,39.041.5206866,info@hotelconcordia.com
5672,5672,,,,,,expensive,39.041.2770841,info@violinodoro.com
5673,5673,,,,,,expensive,39.041.2719111,info@hotelgiglio.com
5674,5674,,,,,,moderate price,39.041520785499998,info@hoteldopozzi.it
5675,5675,,,,,,business,(520) 791-7551,Executiveinntucson@yahoo.com
5676,5676,,,,,,inexpensive,39-0415204817,reception@hotelaidomori.com
5677,5677,,,,,,inexpensive,39 041-5206473,info@locandaarmizo.com
5678,5678,,,,,,motel,(520) 457-2272,larianmotel@powerc.net
5679,5679,,,,,,inexpensive,39 041 5234754,info@locandafiorita.com
5680,5680,,,,,,ranch,1.866.786.4569,
5681,5681,,,,,,expensive,39-041-520.05.33,info@hotelondra.it
5682,5682,,,,,,bed & breakfast,(520) 287-6503,stover@haciendacorona.com
5683,5683,,,,,,expensive,39 (0) 41 2770477,info@locandavivaldi.it
5684,5684,,,,,,expensive,39.041 52 050 44,venice@hotelmetropole.com
5685,5685,,,,,,moderate price,39 041 5285494,info@hotelcaformenta.it
5686,5686,,,,,,moderate price,39 041 52 05 764,campiello@hcampiello.it
5687,5687,,,,,,moderate price,39.041.2411300,info@locandalacorte.it
5688,5688,,,,,,,928-425-2260,info@noftsgerhillinn.com
5689,5689,,,,,,moderate price,39 041 2413787,info@cabauta.com
5690,5690,,,,,,inexpensive,39.041.5285174,
5691,5691,,,,,,inexpensive,390415224267,albergodoni@libero.it
5692,5692,,,,,,moderate price,39 041 52 22 068,
5693,5693,,,,,,moderate price,39.041.5209166,info@rialtohotel.com
5694,5694,,,,,,moderate price,39.041.5236243,info@locandasturion.com
5695,5695,,,,,,moderate price,39.041.2410086,info@residenzagoldoni.com
5696,5696,,,,,,expensive,39.041.711001,info@hotelaimoridoriente.it
5697,5697,,,,,,expensive,39.041.5212612,aisantia@tin.it
5698,5698,,,,,,moderate price,39.041.5225810,info@hotelgiorgione.com
5699,5699,,,,,,inexpensive,39.041.717333,info@abbaziahotel.com
5700,5700,,,,,,inexpensive,39.041523357199999,info@leonbianco.it
5701,5701,,,,,,expensive,39 041 5203078,info@camariaadele.it
5702,5702,,,,,,expensive,(39) 041.2401411,info@capisanihotel.it
5703,5703,,,,,,moderate price,39.041.5239152,info@pensioneaccademia.it
5704,5704,,,,,,moderate price,39.041.5227151,locandamontin@libero.it
5705,5705,,,,,,inexpensive,39.041.520.64.66,info@lacalcina.com
5706,5706,,,,,,expensive,39.041-5260227,info@quattrofontane.com
5707,5707,,,,,,moderate price,39(0)41 5260115,
5708,5708,,,,,,moderate price,39-041-5260105,info@hotelhelvetia.com
5709,5709,,,,,,hotel,520-432-3210,info@letsonlofthotel.com
5710,5710,,,,,,ranch,(520) 586-7533,ttgr@earthlink.net
5711,5711,,,,,,grand hotel,928-638-3333,reservations@grandcanyongrandhotel.net
5712,5712,,,,,,bed & breakfast,928~774~0088,info@inn410.com
5713,5713,,,,,,Carnevale masks,39.041/5287344,info@mondonovomaschere.it
5714,5714,,,,,,"lace linens, swimsuits",39 041-5242540,
5715,5715,,,,,,opera,39.041786510999998,info@teatrolafenice.org
5716,5716,,,,,,Venetian food,(+39) 041 730150,
5717,5717,,,,,,expensive,39 041 560 80 20,info@villaducale.it
5718,5718,,,,,,expensive,39.041.4265800,info@villa-margherita.com
5719,5719,,,,,,expensive,39 049 8761111,info@hotelgranditalia.it
5720,5720,,,,,,expensive,39/049/661200,hotele@protec.it
5721,5721,,,,,,expensive,39.049.656822,plaza@plazapadova.it
5722,5722,,,,,,expensive,39 049.66.32.44 F,majestic@toscanelli.com
5723,5723,,,,,,elegant neoclassical coffeehouse,39.049.8781231,info@caffepedrocchi.it
5724,5724,,,,,,expensive,39.0444.545700,info@hotelcampomarzio.com
5725,5725,,,,,,moderate price,39 0444 323751,info@hotelcristinavicenza.it
5726,5726,,,,,,expensive,39.045.6855555,info@byblosarthotel.com
5727,5727,,,,,,expensive,39.045.8003060,
5728,5728,,,,,,moderate price,39-045.595.300,info@colombahotel.com
5729,5729,,,,,,inexpensive,39 045.8003554,info@giuliettaeromeo.com
5730,5730,,,,,,rv park,1-888-641-4261,info@ranchosedona.com
5731,5731,,,,,,rv park,928_526_1829,jhrvpark@aol.com
5732,5732,,,,,,expensive,390422432550,info@hotelcadelgalletto.it
5733,5733,,,,,,golf,(877) 733-6630,
5734,5734,,,,,,expensive,39.041.5972700,info@hotelvillacondulmer.com
5735,5735,,,,,,moderate price,39.0424.228665,info@hotelalcastello.it
5736,5736,,,,,,"hotel, gardens",928.289.4366,infolaposada@cableone.net
5737,5737,,,,,,navajo,(928) 871-5690,navajoland_innsuites@citlink.net
5738,5738,,,,,,motel,928-635-9371,thecanyonmotel@aol.com
5739,5739,,,,,,inn,928-282-2405,info@orchardsinn.com
5740,5740,,,,,,french,800-905-5745,
5741,5741,,,,,,villas,928.284.5288,info@lasposadasofsedona.com
5742,5742,,,,,,suites,(928)-204-1146,
5743,5743,,,,,,resort,928-282-2900,info@enchantmentresort.com
5744,5744,,,,,,inn,928?203?9405,info@elportalsedona.com
5745,5745,,,,,,luxury,928-284-1226,canvilla@sedona.net
5746,5746,,,,,,inn,928-282-2737,
5747,5747,,,,,,"casino, colorado river",928-669-7000,
5748,5748,,,,,,"golf,",866-331-9231,info@londonbridgeresort.com
5749,5749,,,,,,rv resort,(928) 342-9123,info@shangrilarv.com
5750,5750,,,,,,rv resort,(928)-342-1480,info@caravanoasisresort.com
5751,5751,,,,,,rv park,(928) 726-1481,
5752,5752,,,,,,golf,(928) 772-6500,chris.johnson@suncorgolf.com
5753,5753,,,,,,rv park,(928) 567-7037,ranchoverdervpark@npgcable.com
5754,5754,,,,,,"golf, rv resort",1-800-235-0608,info@zanegreyrvpark.com
5755,5755,,,,,,resort,1-800-96-PINES,
5756,5756,,,,,,hotel,928-717-1200,
5757,5757,,,,,,inn,928-778-9434,
5758,5758,,,,,,hotel,928-634-5006,info@connorhotel.com
5759,5759,,,,,,motel,928-634-7865,daisy@sedona.net
5760,5760,,,,,,casino,800-381-SLOT,general@cliffcastlecasino.net
5761,5761,,,,,,"history, dinosaurs",928-774-5213,info@mna.mus.az.us
5762,5762,,,,,,"spa, massage",480-483-5558,
5763,5763,,,,,,"spa, massage",(480) 945-7066,info@thelamar.com
5764,5764,,,,,,"spa, massage",480.922.8855,inof@eurasiaspa.com
5765,5765,,,,,,expensive,39.0424.383350,info@ca-sette.it
5766,5766,,,,,,expensive,39.0424.577407,info@villapalma.it
5767,5767,,,,,,moderate price,39.0436.3261,info@hotelancoracortina.com
5768,5768,,,,,,expensive,39.0436.3251,hcorona@sunrise.it
5769,5769,,,,,,expensive,39 0461/233600,info@accademiahotel.it
5770,5770,,,,,,moderate price,(+39) 0461 272 888,hotelhb@tin.it
5771,5771,,,,,,expensive,39 02 31818.1,info@enterprisehotel.com
5772,5772,,,,,,expensive,39 02 72 00 05 81,info@hotelpierremilano.it
5773,5773,,,,,,expensive,39.02.805081,
5774,5774,,,,,,moderate price,39.02.8054080,locanda@locanda.it
5775,5775,,,,,,moderate price,39.02.48014197,info@anticalocandaleonardo.com
5776,5776,,,,,,moderate price,39.02.6570129,info@locandasolferino.it
5777,5777,,,,,,moderate price,39.02.72000556,info@aristonhotel.com
5778,5778,,,,,,moderate price,39 02 874863,info@ducadiyork.com
5779,5779,,,,,,moderate price,39.02.23.60.302,sf@hotel-sanfrancisco.it
5780,5780,,,,,,moderate price,39 02.801501,info@hotelstar.it
5781,5781,,,,,,moderate price,39.02.58308797,info@hotelsabotino.com
5782,5782,,,,,,"boutique, courtyard, views",64 [0] 3 548 3617,enjoy@longlookoutgardens.co.nz
5783,5783,,,,,,"pool, internet",64 (03) 546 6703,
5784,5784,,,,,,"international, local, Maori",64 03 528 2109,administration@paratiho.co.nz
5785,5785,,,,,,"lodge, boutique, country",(+64 3) 526 6865,Joyanne@WairepoHouse.co.nz
5786,5786,,,,,,"cottage, views, relaxed",64 3 526 6858,Marian@Aporo.co.nz
5787,5787,,,,,,,64 03 528 0102,stay@bakerslodge.co.nz
5788,5788,,,,,,"chocolate, Belgian",64 3 539 1080,
5789,5789,,,,,,opera,39.02.88.79.1,
5790,5790,,,,,,beer,64-3-548 4638,Beers@biobrew.co.nz
5791,5791,,,,,,"Mediterranean, ecological, gardens",64 3 525 8663,reto@sanssouciinn.co.nz
5792,5792,,,,,,expensive,39.0376.220.500,hotel@hotelsanlorenzo.it
5793,5793,,,,,,"pool, bar, central",64 3 379-4620,accom@stonehurst.com
5794,5794,,,,,,"river, Edwardian, relaxed",64 3 365 2860,riverview.lodge@xtra.co.nz
5795,5795,,,,,,moderate price,39.0376.328019,info@hotelmantegna.it
5796,5796,,,,,,"luxury, upscale, boutique",64 3 379 4560,reservations@thegeorge.com
5797,5797,,,,,,"luxury, small",64-3-366-0234,enquiries@westonhouse.co.nz
5798,5798,,,,,,"luxury, suite, upscale",64 3 329 6333,enquiries@otahuna.co.nz
5799,5799,,,,,,expesive,39.0365 / 290088 - 20235,info@hotelbellevuegardone.com
5800,5800,,,,,,expensive,39(0)365 20261,
5801,5801,,,,,,expensive,39.0365 290181,info@villadelsogno.it
5802,5802,,,,,,"seafood, chinese",(858) 565-6888,
5803,5803,,,,,,"french, new american",858.792.9090,
5804,5804,,,,,,new american,(619) 293-7088,info@terrasd.com
5805,5805,,,,,,sushi,(619) 338-0555,
5806,5806,,,,,,bistro,(858) 481-1001,
5807,5807,,,,,,golf,619 - 448 - 4242,
5808,5808,,,,,,golf,(800) 506-3402,
5809,5809,,,,,,golf resort,(760) 758-3762,reservations@slrd.com
5810,5810,,,,,,golf,760-751-3007,dmowery@woodsvalleygolfclub.com
5811,5811,,,,,,golf,760.438.4539,info@aviaragolfacademy.com
5812,5812,,,,,,"seafood, regional dishes",39.0365.20158,info@villafiordaliso.it
5813,5813,,,,,,moderate price,(+39) 030 916078,
5814,5814,,,,,,expensive,39.031.329.111,info@albergoterminus.it
5815,5815,,,,,,expensive,39 031 950216,
5816,5816,,,,,,expensive,39.031-950.320,dulac@tin.it
5817,5817,,,,,,expensive,39 0344 42491,info@tremezzopalace.com
5818,5818,,,,,,expensive,39.032393377299996,moderno@hms.it
5819,5819,,,,,,expenisve,39.0323.933 818,villa-aminta@villa-aminta.it
5820,5820,,,,,,expensive,39.0323.936936,sales@regina-palace.it
5821,5821,,,,,,moderate price,39.011.650.50.84,info@hotelduemondi.it
5822,5822,,,,,,inexpensive,(+39) 011.436.67.52,info@hoteldoganavecchia.com
5823,5823,,,,,,moderate price,39.0165.32433,info@lepageot.it
5824,5824,,,,,,moderate price,39.0165.235278,info@hotelmilleluci.com
5825,5825,,,,,,inexpensive,39-0165-84.67.12,info@hoteldelviale.com
5826,5826,,,,,,inexpensive,(0039) 0165 846729,info@hotelboutondor.com
5827,5827,,,,,,inexpensive,39.0165-846732,info@hotelcourmayeur.com
5828,5828,,,,,,moderate price,39-0165-86.97.33,lagrange@mbtlc.it
5829,5829,,,,,,expensive,39.0184.5391,reservations@royalhotelsanremo.com
5830,5830,,,,,,moderate price,39 0184 503430,hotel@evelineportosole.com
5831,5831,,,,,,moderate price,39.010.2518824,info@palazzocicala.it
5832,5832,,,,,,inexpensive,39.0184.571211,info@paradisohotel.it
5833,5833,,,,,,expensive,39 010.592.541,info@hotelbristolpalace.it
5834,5834,,,,,,expensive,39.010.265051,info@columbussea.com
5835,5835,,,,,,inexpensive,39 010 /873316,info@hotelastoriagenova.it
5836,5836,,,,,,inexpensive,39 010561397,info@hotelsauli.it
5837,5837,,,,,,expensive,39 0185 23 06 66,excelsior@thi.it
5838,5838,,,,,,moderate price,39.185.230261,info@hotelmiramare.biz
5839,5839,,,,,,moderate price,39 0185 50248,info@hotelriviera.biz
5840,5840,,,,,,expensive,39.0185.287013,miramare@grandhotelmiramare.it
5841,5841,,,,,,expensive,39.0185.288991,info@hotelimperiale.com
5842,5842,,,,,,moderate price,39 0185 286512,continental@hotel-continental.it
5843,5843,,,,,,moderate price,39.0185.289571,info@parkhotelsuisse.com
5844,5844,,,,,,inexpensive,39 0185.287512,info@hoteljolanda.it
5845,5845,,,,,,expensive,39 - 185 - 269575,info@nazionaleportofino.com
5846,5846,,,,,,moderate price,39 / 0185269091,edenportofino@yahoo.it
5847,5847,,,,,,moderate price,39.0187/817512,info@baiahotel.it
5848,5848,,,,,,expensive,39 0187 81.75.02,portoroca@cinqueterre.it
5849,5849,,,,,,moderate price,39.0187 - 920103,info@hotelmarinapiccola.com
5850,5850,,,,,,expensive,39 081 5571035,info@costantinopoli104.it
5851,5851,,,,,,expensive,39.081.7647589,info@hotelmiramare.com
5852,5852,,,,,,moderate price,39 081 41 52 78,info@palazzoalabardieri.it
5853,5853,,,,,,expensive,39.081 4239111,
5854,5854,,,,,,moderate price,39 081 2110066,info@caravaggiohotel.it
5855,5855,,,,,,b&b,(707) 964-3737,info@beourguests.com
5856,5856,,,,,,b&b,(707) 937-4752,innkeeper@brewerygulchinn.com
5857,5857,,,,,,b&b,(800) 552-6202,innkeeper@andersoncreekinn.com
5858,5858,,,,,,b&b,707-937-0088,innkeeper@aubergemendocino.com
5859,5859,,,,,,b&b,707-937-5150,inn@oceanfrontmagic.com
5860,5860,,,,,,b&b,(707) 786-4949,innkeeper@a-victorian-inn.com
5861,5861,,,,,,b&b,(707) 786-9958,stay@shawhouse.com
5862,5862,,,,,,b&b,707-482-1425,
5863,5863,,,,,,b&b,707.786.4000,innkeeper@gingerbread-mansion.com
5864,5864,,,,,,b&b,707 445 3638,innkeeper@dalyinn.com
5865,5865,,,,,,b&b,707.444.8062,# reserve@carterhouse.com
5866,5866,,,,,,b&b,(800) 731-5525,Innkeeper@schoolhousecreek.com
5867,5867,,,,,,b&b,(707) 744-1890,innkeeper@hoplandinn.com
5868,5868,,,,,,inn,(707) 937-4431,reservations@headlandsinn.com
5869,5869,,,,,,inn,800 720 7474,info@theharborhouseinn.com
5870,5870,,,,,,inn,707-937-0083,innkeeper@glendeven.com
5871,5871,,,,,,inn,707 877-3321,
5872,5872,,,,,,inn,707-942-4200,innkeeper@brannancottageinn.com
5873,5873,,,,,,b&b,(707) 226-5321,info@belabri.net
5874,5874,,,,,,inn,707-257-1649,
5875,5875,,,,,,cottages,707-942-6733,aurorapark@ix.netcom.com
5876,5876,,,,,,guest house,707.252.8144,innkeeper@arborguesthouse.com
5877,5877,,,,,,inn,(707) 224-3739,
5878,5878,,,,,,inn,(530) 244-3225,TiffanyHse@AOL.com
5879,5879,,,,,,inn,530.238.8026,Info@obrienmountaininn.com
5880,5880,,,,,,b&b,(530) 342-2464,thegratefulbed@sbcglobal.net
5881,5881,,,,,,house,(530) 566-0256,proprietor@goodmanhouse.net
5882,5882,,,,,,house,(707) 226-3774,
5883,5883,,,,,,house,707.942.6933,
5884,5884,,,,,,manor,(707) 253-7733,
5885,5885,,,,,,inn,707-942-0948,innkeeper@chelseagardeninn.com
5886,5886,,,,,,inn,707-942-0615,
5887,5887,,,,,,inn,(707) 257-3717,mail@candlelightinn.com
5888,5888,,,,,,cottages,888-243-2674,
5889,5889,,,,,,inn,707-887-3300,innkeep@farmhouseinn.com
5890,5890,,,,,,"inn, spa",(707) 996-0719,Info@CottageInnAndSpa.com
5891,5891,,,,,,inn,,diana@caseranchinn.com
5892,5892,,,,,,inn,(707) 433-8182,Lucy@camelliainn.com
5893,5893,,,,,,inn,707-431-1110,innkeeper@calderwoodinn.com
5894,5894,,,,,,inn,707-875-3388,ruth@bodegabayinn.com
5895,5895,,,,,,b&b,800-819-1388,info@birminghambb.com
5896,5896,,,,,,b&b,(707) 824-0880,getinfo@avalonluxuryinn.com
5897,5897,,,,,,inn,707.869.9093,relax@applewoodinn.com
5898,5898,,,,,,house,(916) 444-8085,innkeeper@amberhouse.com
5899,5899,,,,,,house,530.642.2776,stay@shafsky.com
5900,5900,,,,,,inn,707.823.8832,reservations@vine-hill-inn.com
5901,5901,,,,,,chalet,(707) 938-3129,sonomachalet@cs.com
5902,5902,,,,,,house,707.869.9488,info@santanellahouse.com
5903,5903,,,,,,resort,707.865.1143,innkeepers@riovilla.com
5904,5904,,,,,,inn,707.887.9573,innkeeper@rafordinn.com
5905,5905,,,,,,"inn, cottages",707-865-2377,
5906,5906,,,,,,moderate price,39 081 7614145,reception@hotelbritannique.it
5907,5907,,,,,,inn,707-874-1047,innkeeper@innatoccidental.com
5908,5908,,,,,,inexpensive,39 081 5515118,info@bandbnapoli.it
5909,5909,,,,,,inexpensive,39 081.7649389,info@hotel-rex.it
5910,5910,,,,,,house,209 728 2897,innkeep@dunbarhouse.com
5911,5911,,,,,,inn,(209) 536-6075,innkeeper@bradfordplaceinn.com
5912,5912,,,,,,inn,209/795-8999,innkeeper@arnoldblackbearinn.com
5913,5913,,,,,,inn,209-368-5658,Renae@vinoconbrio.com
5914,5914,,,,,,inn,(209)-245-5512,reservations@amadorharvestinn.com
5915,5915,,,,,,,(209) 984-3446,info@national-hotel.com
5916,5916,,,,,,house,530-272-1873,swlevine@nccn.net
5917,5917,,,,,,inexpensive,39.081/861.35.93,http://www.villadeimisteri.it/hotel_booking.htm
5918,5918,,,,,,inn,(530) 637-1083,visit@sierrasuncloudinn.com
5919,5919,,,,,,"inn, spa",866-444-ROSE,innkeeper@rosemountainmanor.com
5920,5920,,,,,,inn,916-658-1818,info@innatparkside.com
5921,5921,,,,,,house,530-525-7333,gary@chaneyhouse.com
5922,5922,,,,,,expensive,39 081 99 15 44,
5923,5923,,,,,,moderate price,39 081 3336111,contiterme@leohotels.it
5924,5924,,,,,,inn,(530)544-4451,
5925,5925,,,,,,inn,209.533.1494,eventkeeper@yahoo.com
5926,5926,,,,,,house,(209) 533-9300,ctucker@mlode.com
5927,5927,,,,,,expensive,39.081.981355,info@ilmoresco.it
5928,5928,,,,,,expensive,39.081.994300,info@albergolareginella.it
5929,5929,,,,,,inn,209. 586.0757,stephanie@mccaffreyhouse.com
5930,5930,,,,,,house,(209) 586- 9410,wynal@aol.com
5931,5931,,,,,,inn,209. 532.9024,Innkeepers@LavenderHill.com
5932,5932,,,,,,inn,209-727-5715,lockehouse@jps.net
